,dwell,car,2,child,age,5,6,religion,8,9,10,11,12,13
15104,0,1,5,4,22,0,0,1,0,0,69,1,17,0
15105,1,1,4,3,29,1,0,1,0,0,7,1,39,0
15106,1,0,0,0,44,1,0,0,0,1,35,1,28,0
15107,0,0,1,0,43,1,0,1,0,1,47,1,24,0
15108,0,0,3,2,20,0,0,1,0,0,47,1,7,0
15109,1,0,9,7,40,1,0,1,0,0,24,1,18,0
15110,0,2,2,0,28,0,0,0,0,2,39,1,10,1
15111,1,0,3,2,27,0,0,1,0,0,71,1,37,0
15112,0,1,1,0,17,1,0,1,0,1,46,1,27,0
15113,0,0,1,1,29,1,1,0,0,3,29,1,7,1
15114,0,0,9,8,64,0,0,1,0,0,44,0,30,0
15115,0,1,2,1,24,1,0,1,0,1,49,1,12,0
15116,0,1,1,0,23,1,0,1,0,3,32,1,33,1
15117,0,0,5,2,16,1,0,0,0,1,41,1,26,0
15118,0,0,1,0,11,0,0,1,0,0,44,1,8,0
15119,0,1,2,1,48,1,0,1,0,0,49,1,34,0
15120,0,3,3,2,37,0,0,1,0,3,39,1,47,1
15121,0,0,4,0,11,0,0,0,0,1,39,1,11,0
15122,0,1,1,0,54,0,0,1,0,0,44,1,64,0
15123,1,0,3,1,10,0,0,1,0,0,8,1,19,0
15124,0,1,2,1,25,0,0,1,0,0,43,1,35,0
15125,0,0,5,4,22,0,0,1,0,0,49,1,32,0
15126,0,0,2,1,46,0,0,1,0,0,9,1,3,0
15127,0,1,2,0,20,1,0,0,0,0,35,1,13,0
15128,1,0,2,2,24,1,1,0,0,3,39,1,34,1
15129,1,1,2,1,11,0,0,1,0,1,44,1,21,1
15130,0,1,3,2,36,1,0,1,0,3,39,1,46,1
15131,0,0,3,2,30,0,0,1,0,1,53,1,40,0
15132,0,1,2,1,27,0,0,1,0,2,59,1,37,1
15133,0,0,2,2,33,1,1,0,0,0,29,1,43,0
15134,0,1,4,0,15,0,0,0,0,1,35,1,25,0
15135,0,0,2,2,30,1,1,0,0,1,27,1,40,0
15136,0,0,5,3,17,0,0,1,0,2,89,1,20,1
15137,0,1,3,2,18,1,0,1,0,0,39,1,28,0
15138,0,0,0,0,18,0,0,0,0,0,47,1,28,0
15139,0,2,1,0,24,0,0,1,0,0,79,1,34,0
15140,1,0,3,2,37,0,0,1,0,0,59,1,46,0
15141,0,1,5,0,7,1,0,0,0,1,54,1,16,0
15142,0,0,1,1,35,1,1,0,0,2,39,1,34,0
15143,0,0,5,4,24,0,0,1,0,0,19,1,26,0
15144,0,0,3,2,38,1,0,0,0,0,39,1,30,0
15145,0,1,4,3,27,0,0,1,0,1,99,1,37,1
15146,1,1,5,4,34,0,0,1,0,0,47,1,44,1
15147,1,1,8,0,16,0,1,0,0,1,39,1,26,0
15148,0,1,1,0,19,0,0,0,0,2,39,1,29,1
15149,0,0,3,1,12,0,0,1,0,0,39,1,0,0
15150,1,0,0,0,63,0,1,0,0,0,19,0,72,0
15151,0,1,3,2,37,0,0,1,0,2,39,1,47,1
15152,0,0,1,0,14,0,0,1,0,0,47,1,24,0
15153,0,1,2,1,20,0,0,1,0,1,54,1,20,1
15154,0,0,2,2,39,1,1,0,0,0,35,1,47,0
15155,0,0,1,0,36,1,0,1,0,0,44,1,46,0
15156,0,0,2,1,22,1,0,1,0,2,12,1,32,0
15157,1,1,3,2,36,0,0,1,0,1,39,1,11,1
15158,1,1,3,0,18,0,0,1,0,1,43,1,28,0
15159,0,0,2,0,45,0,0,1,0,0,29,1,20,0
15160,0,0,3,2,42,0,0,1,0,0,57,1,52,0
15161,0,1,3,2,29,0,0,1,0,0,69,1,30,0
15162,0,2,1,0,17,1,0,1,0,3,39,1,10,1
15163,0,0,4,0,9,0,0,0,0,0,39,1,19,0
15164,0,0,2,0,8,0,0,0,0,2,39,1,18,0
15165,0,0,1,0,20,1,0,0,0,0,44,1,20,0
15166,0,0,3,2,38,1,0,1,0,0,29,1,40,0
15167,0,1,3,2,20,1,0,1,0,1,39,1,23,0
15168,1,1,5,0,17,1,0,0,0,2,39,1,25,0
15169,0,1,2,1,39,0,0,1,0,0,39,1,49,0
15170,1,1,2,1,15,1,0,1,0,0,47,1,12,0
15171,0,0,2,0,8,1,0,0,0,1,47,1,6,0
15172,0,0,7,6,21,1,0,1,0,1,44,1,30,0
15173,0,3,0,0,39,1,1,0,0,1,39,1,16,0
15174,0,2,9,2,30,0,0,1,0,2,43,1,40,1
15175,0,1,2,1,17,1,0,1,0,2,29,1,27,0
15176,0,1,0,0,27,0,0,0,0,1,39,1,37,0
15177,0,1,3,0,10,1,0,0,0,2,43,1,20,0
15178,0,4,5,4,46,0,0,1,0,1,39,1,46,1
15179,0,1,6,0,17,0,0,0,0,2,47,1,27,0
15180,0,0,3,2,35,0,0,1,0,0,29,1,45,0
15181,0,1,4,3,25,1,0,1,0,1,29,1,15,0
15182,0,1,5,4,37,0,0,1,0,3,49,1,47,1
15183,0,0,5,1,21,0,0,1,0,1,59,1,10,0
15184,0,0,18,9,56,0,0,1,0,0,55,1,66,0
15185,0,1,0,0,22,0,1,0,0,2,31,1,21,1
15186,0,1,4,0,10,0,0,0,0,1,59,1,20,1
15187,1,0,3,2,30,0,0,1,0,1,47,1,40,0
15188,0,1,3,2,26,0,0,1,0,3,14,1,36,1
15189,0,0,3,0,10,1,0,0,0,0,69,1,20,0
15190,1,2,0,0,22,0,1,0,0,3,11,1,2,1
15191,0,0,3,2,19,0,0,1,0,1,84,1,29,0
15192,0,2,1,0,18,1,0,0,0,3,43,1,25,1
15193,0,0,6,4,51,1,0,0,0,0,11,1,61,0
15194,0,0,4,2,42,1,0,1,0,0,39,1,30,0
15195,0,0,4,3,27,1,0,1,0,0,19,1,37,0
15196,0,1,4,2,24,0,0,1,0,2,23,1,34,1
15197,0,0,4,3,22,0,0,1,0,1,49,1,32,1
15198,0,1,2,1,14,0,0,1,0,1,62,1,6,0
15199,0,0,2,1,52,0,0,1,0,0,29,1,62,0
15200,0,1,3,2,30,0,0,1,0,1,43,1,19,0
15201,1,0,4,3,13,1,0,1,0,1,14,1,11,1
15202,1,0,1,1,33,0,0,0,0,2,47,1,43,1
15203,0,0,4,0,54,0,1,0,0,0,39,1,3,0
15204,0,0,5,4,31,0,0,1,0,0,47,1,12,0
15205,1,0,3,0,11,1,0,0,0,2,47,1,8,0
15206,0,0,7,6,40,0,0,1,0,0,89,1,25,0
15207,0,1,1,0,36,1,0,1,0,2,43,1,30,1
15208,1,2,4,3,16,0,0,1,0,0,53,1,0,0
15209,0,1,2,1,33,1,0,1,0,0,39,1,15,0
15210,1,0,6,5,60,0,0,1,0,0,39,1,30,0
15211,1,1,3,2,21,1,0,1,0,0,59,1,20,0
15212,0,1,2,1,29,1,0,1,0,0,23,1,22,0
15213,0,2,4,2,39,1,0,1,0,2,47,1,49,0
15214,0,3,4,0,13,0,0,0,0,2,39,1,14,0
15215,0,1,2,0,12,1,0,0,0,2,19,1,22,0
15216,0,0,1,0,15,0,0,0,0,0,39,1,22,0
15217,1,0,3,2,32,1,0,1,0,0,54,1,42,0
15218,0,1,4,3,24,0,0,1,0,1,49,1,25,1
15219,0,0,3,2,48,1,1,0,0,0,47,1,30,0
15220,0,0,1,0,22,0,0,0,0,0,39,1,3,0
15221,0,1,3,2,35,1,0,1,0,0,29,1,45,0
15222,0,0,4,1,21,1,1,0,0,2,31,1,5,0
15223,1,0,3,2,24,0,0,1,0,1,39,1,13,0
15224,0,0,2,1,26,1,0,1,0,1,29,1,11,0
15225,0,0,3,0,38,0,1,0,0,0,65,1,48,0
15226,0,0,2,1,29,1,0,1,0,0,49,1,15,0
15227,0,1,1,0,26,0,0,1,0,1,47,1,36,1
15228,1,0,6,0,13,0,0,0,0,1,54,1,23,0
15229,0,1,3,2,36,1,0,1,0,2,19,1,46,0
15230,0,0,5,0,21,1,0,0,0,2,27,1,21,0
15231,0,1,5,0,12,1,0,0,0,1,59,1,20,1
15232,0,0,1,1,36,0,1,0,0,0,53,1,18,1
15233,0,1,4,1,55,0,0,1,0,0,45,1,32,1
15234,1,0,4,3,27,1,0,1,0,0,34,1,37,0
15235,0,0,2,1,19,1,0,1,0,0,13,1,29,0
15236,0,0,3,2,17,0,0,1,0,0,39,1,27,0
15237,0,0,6,5,22,0,0,1,0,0,47,1,11,0
15238,0,0,1,0,8,1,0,0,0,1,41,1,18,0
15239,0,0,2,1,21,1,0,1,0,0,23,1,8,0
15240,0,0,8,0,13,0,0,0,0,1,44,1,23,0
15241,0,0,1,0,14,1,0,0,0,1,39,1,24,0
15242,0,0,3,2,28,0,0,1,0,0,47,1,8,0
15243,0,0,2,1,38,1,0,1,0,0,31,1,16,0
15244,0,1,2,0,39,0,0,1,0,0,43,1,2,0
15245,0,1,3,2,22,0,0,1,0,0,47,1,32,0
15246,1,0,0,0,10,0,0,0,0,0,47,1,3,0
15247,1,1,1,0,14,0,0,1,0,1,39,1,20,1
15248,0,0,2,1,43,1,0,1,0,0,83,1,39,0
15249,0,0,3,2,28,1,0,1,0,2,29,1,38,0
15250,0,0,5,0,6,0,0,0,0,0,44,1,2,0
15251,0,1,5,3,26,0,0,1,0,0,39,1,7,1
15252,0,1,2,1,42,0,0,1,0,0,29,1,27,0
15253,0,1,1,0,40,1,0,1,0,0,39,1,45,0
15254,0,3,9,0,27,0,0,0,0,2,47,1,26,1
15255,0,1,3,2,26,0,0,1,0,2,43,1,36,1
15256,1,0,3,2,32,0,0,1,0,0,49,1,1,1
15257,1,1,3,0,9,1,0,0,0,2,44,0,10,0
15258,0,1,7,4,63,0,1,0,0,0,39,1,73,0
15259,0,0,3,2,31,0,0,1,0,0,39,1,41,0
15260,1,0,3,2,27,1,0,1,0,2,14,1,6,0
15261,1,0,5,4,21,0,0,1,0,0,39,1,28,0
15262,0,0,6,1,18,1,1,0,0,2,39,1,15,0
15263,1,0,4,3,17,0,0,1,0,0,49,1,27,0
15264,0,1,0,0,44,0,0,0,0,2,47,1,54,1
15265,0,0,4,1,9,1,0,0,0,1,69,1,4,0
15266,1,0,4,3,13,1,0,1,0,0,20,1,7,0
15267,0,0,2,1,31,0,0,1,0,0,43,1,41,0
15268,0,1,4,2,33,0,0,1,0,3,59,1,43,1
15269,0,0,0,0,30,0,1,0,0,0,47,1,40,0
15270,0,1,1,0,21,0,0,1,0,2,47,1,11,1
15271,1,0,3,2,18,0,0,1,0,1,59,1,28,1
15272,0,0,3,0,3,0,0,0,0,0,54,1,13,0
15273,1,0,1,0,60,0,0,1,0,0,39,1,18,0
15274,0,0,2,1,26,0,0,1,0,0,15,1,36,0
15275,1,0,6,5,29,1,0,1,0,0,23,1,30,0
15276,0,0,2,0,2,0,0,0,0,0,14,1,12,0
15277,0,0,1,0,37,0,0,1,0,0,39,1,47,0
15278,0,1,4,3,54,0,0,1,0,0,47,1,64,1
15279,0,1,1,0,10,1,0,0,0,2,29,1,18,1
15280,0,0,1,0,45,1,0,1,0,1,39,1,55,0
15281,0,0,7,1,13,0,0,0,0,1,47,1,23,0
15282,0,0,4,3,29,0,0,1,0,0,69,1,3,1
15283,0,0,7,6,28,1,0,1,0,0,39,1,15,0
15284,0,0,6,1,15,1,1,0,0,1,45,1,18,0
15285,0,0,5,0,28,0,0,0,0,0,62,1,19,1
15286,0,2,4,3,47,0,0,1,0,0,39,1,22,1
15287,0,0,3,2,24,0,0,1,0,1,39,1,27,0
15288,0,0,5,3,26,0,0,1,0,2,23,1,2,1
15289,0,0,5,3,23,0,0,1,0,0,47,1,15,0
15290,0,0,4,3,26,0,0,1,0,1,43,1,36,0
15291,1,0,3,2,27,0,0,1,0,1,47,1,15,0
15292,0,0,4,2,23,1,0,1,0,0,29,0,33,0
15293,1,0,3,2,22,0,0,1,0,0,39,1,32,0
15294,0,0,1,0,34,0,0,1,0,0,35,0,44,1
15295,0,0,0,0,30,0,1,0,0,0,41,1,40,0
15296,0,1,3,0,7,1,0,0,0,2,34,1,4,0
15297,1,0,4,3,27,0,0,1,0,0,98,1,37,0
15298,0,0,3,2,44,0,0,1,0,0,49,1,54,0
15299,1,0,7,0,5,0,0,0,0,1,47,1,0,0
15300,0,0,4,3,38,0,0,1,0,0,47,1,39,0
15301,0,0,3,2,29,0,0,1,0,0,73,1,4,0
15302,0,0,3,2,29,0,0,1,0,1,49,1,39,1
15303,1,0,2,0,66,1,0,1,0,0,39,1,58,0
15304,0,1,3,2,28,0,0,1,0,1,69,1,30,1
15305,0,0,6,5,22,1,0,1,0,1,39,1,10,0
15306,0,1,4,0,18,0,0,0,0,1,59,1,28,1
15307,0,1,5,3,36,0,0,1,0,0,49,1,46,0
15308,0,0,0,0,35,1,1,0,0,2,39,1,45,0
15309,0,1,3,2,18,0,0,1,0,1,55,1,28,0
15310,0,0,3,2,26,0,0,1,0,0,29,1,15,0
15311,0,2,3,2,33,1,0,1,0,2,29,1,43,1
15312,0,2,0,0,13,1,0,0,0,0,47,1,2,0
15313,1,0,4,2,16,1,0,0,0,0,27,1,26,0
15314,0,0,8,2,56,0,0,1,0,1,43,1,66,0
15315,0,2,2,1,37,1,0,1,0,3,39,1,44,1
15316,1,0,2,1,10,0,0,1,0,0,48,1,16,0
15317,0,1,5,3,20,0,0,1,0,0,44,1,30,0
15318,1,0,1,0,8,0,0,0,0,0,39,1,18,0
15319,0,0,2,0,9,0,0,0,0,0,79,1,1,0
15320,0,1,3,2,20,0,0,1,0,2,48,1,30,1
15321,0,0,3,2,23,0,0,1,0,1,47,1,14,1
15322,0,3,4,2,35,0,0,1,0,3,49,1,42,1
15323,0,0,1,0,12,0,0,1,0,0,39,1,4,0
15324,0,1,5,0,22,0,0,0,0,0,83,1,32,0
15325,0,0,3,1,10,0,0,1,0,1,44,1,20,0
15326,0,0,12,2,13,1,0,1,0,1,19,1,23,0
15327,0,2,3,0,43,0,0,1,0,2,39,1,22,1
15328,0,0,4,3,21,0,0,1,0,0,39,1,6,0
15329,0,1,2,1,13,0,0,1,0,1,39,1,16,1
15330,0,2,2,1,52,0,0,1,1,2,66,1,19,1
15331,1,0,3,2,51,0,1,0,0,0,69,1,30,0
15332,1,0,1,0,27,1,0,1,0,2,39,1,20,0
15333,0,0,4,3,30,0,0,1,0,1,69,1,20,1
15334,0,1,3,2,18,1,0,1,0,0,47,1,15,0
15335,1,0,2,2,21,1,1,0,0,1,29,1,31,0
15336,0,0,3,2,40,1,0,1,0,0,24,1,50,0
15337,0,1,4,0,9,0,0,0,0,2,59,1,19,0
15338,0,0,8,6,32,1,0,1,0,0,29,1,14,0
15339,0,0,3,2,16,0,0,1,0,0,9,1,26,0
15340,0,0,4,2,42,0,0,1,0,0,71,1,52,0
15341,0,0,3,2,30,0,0,1,0,0,39,1,20,0
15342,0,0,1,0,21,0,0,1,0,0,59,1,31,0
15343,0,0,3,0,22,0,0,0,0,0,35,0,32,0
15344,0,1,3,2,23,1,0,1,0,1,11,1,28,0
15345,1,0,1,0,23,0,0,1,0,0,34,1,15,0
15346,0,0,5,4,20,0,0,1,0,0,43,1,30,0
15347,1,1,1,0,17,0,0,1,0,1,59,1,27,1
15348,0,0,9,0,35,1,0,0,0,2,39,1,44,0
15349,0,1,11,3,15,0,0,1,0,1,55,1,14,0
15350,0,0,5,4,34,0,0,1,0,1,39,1,18,1
15351,0,0,7,5,30,0,0,1,0,0,39,1,16,0
15352,0,0,6,0,31,1,0,0,0,0,49,1,41,0
15353,0,0,2,1,28,0,0,1,0,2,43,1,1,1
15354,1,0,3,2,15,0,0,1,0,0,49,1,9,0
15355,0,0,3,1,20,1,0,1,0,1,34,1,30,1
15356,1,0,1,0,21,0,0,1,0,0,47,0,5,0
15357,0,0,1,1,29,1,1,0,0,2,29,1,39,0
15358,0,0,3,2,29,0,0,1,0,3,79,1,39,1
15359,1,0,1,1,35,1,0,0,0,0,44,1,42,0
15360,0,0,4,3,29,0,0,1,0,0,41,1,39,0
15361,0,0,3,2,27,1,0,1,0,0,43,1,23,0
15362,0,0,5,4,40,1,0,1,0,2,39,1,17,1
15363,1,2,4,0,10,1,0,0,0,2,39,1,5,0
15364,0,0,2,1,64,0,0,1,0,0,53,0,22,0
15365,0,1,0,0,41,0,0,0,0,0,83,1,51,0
15366,1,0,3,2,26,0,0,1,0,2,55,1,36,1
15367,0,1,0,0,29,1,0,0,0,0,49,1,39,1
15368,1,0,5,4,20,0,0,1,0,1,85,1,30,1
15369,0,1,3,0,16,0,0,0,0,2,47,1,26,0
15370,1,1,3,2,22,0,0,1,0,2,47,1,16,1
15371,0,0,6,5,21,0,0,1,0,0,53,1,26,0
15372,0,0,5,4,43,1,0,1,0,0,19,1,53,0
15373,1,1,2,1,17,1,0,1,0,3,79,1,27,1
15374,0,0,1,1,35,1,1,0,0,0,55,1,45,0
15375,1,0,1,1,52,0,1,0,0,0,39,1,62,0
15376,0,0,1,0,36,0,0,1,0,0,11,1,38,0
15377,1,1,4,2,47,1,1,0,0,0,39,1,20,1
15378,0,2,3,2,30,0,0,1,0,1,47,1,33,1
15379,0,0,4,0,16,0,0,0,0,1,43,1,4,0
15380,0,0,7,0,8,0,0,0,0,1,34,1,10,0
15381,1,0,0,0,15,1,0,0,0,1,53,1,25,0
15382,1,0,1,0,32,0,0,1,0,1,53,1,42,0
15383,0,2,4,3,43,0,0,1,0,2,39,1,53,1
15384,0,0,10,0,10,0,0,0,0,0,47,1,20,0
15385,1,0,8,5,33,1,0,1,0,0,45,1,43,0
15386,1,0,2,0,12,0,0,0,0,1,43,1,22,0
15387,0,0,4,3,30,1,0,1,0,0,47,1,40,0
15388,0,0,3,2,17,0,0,1,0,0,39,1,10,0
15389,1,0,1,0,36,1,0,1,0,0,39,1,20,0
15390,0,2,3,0,9,1,0,0,1,2,24,1,18,0
15391,1,0,0,0,24,1,0,0,0,2,71,1,34,0
15392,0,0,3,1,43,0,0,1,0,0,47,1,13,0
15393,0,1,4,0,56,1,0,0,0,0,13,1,66,0
15394,1,0,6,5,17,0,0,1,0,0,34,1,12,0
15395,0,0,2,1,46,0,0,1,0,0,44,1,56,1
15396,1,1,2,1,29,0,0,1,0,1,76,1,30,0
15397,0,1,1,0,51,0,0,1,0,0,19,1,45,0
15398,1,0,1,0,11,1,0,0,0,1,71,1,21,0
15399,0,0,3,0,16,0,0,1,0,1,47,1,1,0
15400,1,0,3,2,44,0,0,1,0,0,53,1,30,0
15401,0,0,8,1,9,0,0,1,0,0,45,1,14,0
15402,1,0,7,6,17,0,0,1,0,0,47,1,27,0
15403,0,3,8,6,44,0,0,1,0,0,47,1,21,1
15404,1,1,3,2,30,1,0,1,0,2,69,1,40,1
15405,0,0,2,1,24,0,0,1,0,0,39,1,34,0
15406,0,1,2,1,24,0,0,1,0,0,43,1,26,0
15407,1,1,5,0,10,0,0,0,0,0,44,1,20,0
15408,0,1,4,2,32,1,0,1,0,0,19,0,42,0
15409,0,3,5,3,23,0,0,1,0,2,39,1,33,1
15410,0,0,3,2,48,1,0,1,0,0,8,1,58,0
15411,1,0,2,1,25,1,0,1,0,0,24,1,35,0
15412,0,0,7,0,4,0,0,0,0,0,47,1,10,0
15413,0,0,2,1,22,0,0,1,0,0,27,1,30,0
15414,1,1,3,2,36,0,0,1,0,2,47,1,18,1
15415,1,0,7,0,7,0,0,0,0,0,43,1,17,0
15416,0,0,7,4,40,0,0,1,0,0,44,1,35,0
15417,0,1,2,1,23,0,0,1,0,3,39,1,28,1
15418,0,1,3,2,44,0,0,1,0,0,53,1,36,1
15419,0,3,2,1,22,1,0,1,0,2,44,1,32,0
15420,0,0,2,2,29,1,1,0,0,0,59,1,8,0
15421,0,1,3,2,32,0,0,1,0,1,39,1,20,1
15422,0,1,1,0,28,1,0,1,0,0,53,1,38,0
15423,1,2,1,0,19,1,0,1,0,3,8,1,29,0
15424,0,0,4,0,13,0,0,0,0,0,47,1,12,0
15425,0,1,2,0,67,0,0,1,0,0,39,1,77,0
15426,1,0,2,1,46,0,0,1,0,0,39,1,42,0
15427,0,0,2,0,40,1,0,1,0,2,65,1,50,0
15428,0,0,1,0,15,0,0,1,0,2,43,1,25,0
15429,0,0,3,2,22,0,0,1,0,1,64,1,15,0
15430,0,0,1,0,14,0,0,1,0,2,39,1,20,0
15431,1,1,2,1,27,1,0,1,0,2,79,1,20,1
15432,0,0,5,0,14,0,0,0,0,0,44,1,10,0
15433,1,0,1,0,48,0,0,1,0,0,53,1,51,0
15434,0,0,4,3,22,1,0,1,0,0,59,1,31,0
15435,1,1,3,2,28,0,0,1,0,1,47,1,38,1
15436,0,0,5,4,17,0,0,1,0,0,43,1,3,1
15437,0,0,2,0,5,0,0,0,0,0,23,1,15,0
15438,0,0,4,0,6,1,0,0,0,0,47,1,14,0
15439,1,0,2,2,25,1,0,0,0,0,19,1,35,0
15440,0,2,0,0,16,0,0,0,0,0,27,1,26,1
15441,1,1,3,2,31,0,0,1,0,2,49,1,3,1
15442,0,0,3,2,34,0,0,1,0,1,47,1,38,0
15443,0,0,2,1,25,1,0,1,0,1,44,1,35,0
15444,0,0,3,2,20,0,0,1,0,0,49,0,20,0
15445,0,1,4,3,31,0,0,1,0,2,43,1,20,1
15446,0,1,3,2,52,0,0,1,0,2,69,1,56,1
15447,0,0,3,2,42,0,0,1,0,0,29,1,40,0
15448,1,1,4,0,15,0,0,0,0,0,59,1,25,0
15449,0,1,4,3,38,0,0,1,0,1,29,1,20,1
15450,0,0,7,6,28,1,0,1,0,0,47,1,23,0
15451,1,0,2,0,15,0,0,0,0,0,59,1,3,0
15452,0,0,5,0,7,0,0,0,0,0,47,1,17,0
15453,0,0,6,5,38,0,0,1,0,0,39,0,30,0
15454,1,0,1,0,35,1,0,1,1,0,55,1,11,0
15455,1,1,2,0,18,0,0,0,0,2,47,1,20,1
15456,0,1,2,1,43,0,0,1,0,2,43,1,53,1
15457,1,1,2,1,38,1,0,1,0,3,49,0,45,1
15458,1,0,2,1,10,0,0,1,0,0,79,1,3,0
15459,0,2,2,0,17,1,0,0,0,1,43,1,10,0
15460,0,0,4,3,20,1,0,1,0,1,43,1,11,0
15461,1,1,1,0,16,0,0,1,0,3,34,1,0,1
15462,0,0,8,7,25,0,0,1,0,0,39,1,17,0
15463,0,0,5,0,16,0,0,0,0,1,39,1,1,0
15464,0,0,5,4,39,0,0,1,0,0,59,1,49,0
15465,0,0,10,2,20,0,0,1,0,1,47,1,6,0
15466,0,0,2,0,17,1,0,0,0,3,59,1,27,1
15467,0,0,2,1,56,0,0,1,0,3,39,1,44,1
15468,1,1,2,1,38,1,0,1,0,0,47,1,48,0
15469,1,0,5,4,23,0,0,1,0,0,39,1,33,0
15470,0,1,2,1,45,0,0,1,0,0,77,1,51,1
15471,0,0,6,0,22,0,0,0,0,2,19,1,8,0
15472,0,1,3,2,35,0,0,1,0,0,47,1,20,0
15473,0,0,7,0,6,0,0,0,0,0,53,1,10,0
15474,0,0,2,2,25,1,1,0,0,0,47,1,35,0
15475,0,1,0,0,40,1,1,0,0,2,29,1,30,1
15476,0,0,1,0,47,0,0,1,0,0,39,1,25,0
15477,0,0,1,0,30,0,0,1,0,0,34,1,30,0
15478,1,1,2,1,37,0,0,1,0,2,47,1,47,1
15479,0,2,1,0,59,0,0,1,0,1,39,1,69,1
15480,0,0,4,0,9,1,0,0,0,2,29,1,19,0
15481,0,1,3,0,13,0,0,0,0,2,54,1,12,0
15482,1,1,0,0,19,0,0,0,0,2,63,1,22,1
15483,1,0,5,2,24,1,1,0,0,1,34,1,34,0
15484,0,0,3,2,50,1,0,1,0,0,9,1,60,0
15485,0,0,5,3,10,0,0,1,0,0,47,1,15,0
15486,0,0,3,2,39,0,0,1,0,0,47,1,31,0
15487,0,1,3,2,36,0,0,1,0,0,41,1,46,0
15488,0,1,3,2,38,1,0,1,0,0,19,1,48,0
15489,1,0,8,0,1,1,0,0,0,0,17,1,11,0
15490,0,0,8,2,18,0,0,1,0,0,44,1,28,0
15491,0,0,2,1,34,0,0,1,0,0,35,1,44,0
15492,1,0,2,1,16,0,0,1,0,1,47,1,10,1
15493,1,0,1,0,40,0,0,1,0,0,39,1,32,0
15494,0,0,3,2,19,0,0,1,0,0,59,1,17,0
15495,0,0,6,4,28,0,0,1,0,0,47,1,20,0
15496,0,0,2,0,6,1,0,0,0,0,29,1,6,0
15497,0,2,4,3,26,1,0,1,0,3,23,1,7,0
15498,0,0,4,3,34,0,0,1,0,2,59,1,44,1
15499,1,0,5,0,13,0,0,0,0,1,53,1,23,0
15500,1,2,3,0,16,0,0,1,0,2,47,1,26,1
15501,0,0,0,0,21,1,0,0,0,0,47,1,3,0
15502,0,0,3,0,15,1,0,0,0,1,54,1,25,0
15503,1,1,1,0,23,1,0,0,0,3,24,1,33,0
15504,0,2,3,2,23,1,0,1,0,2,35,1,5,0
15505,0,1,2,0,14,0,0,0,0,2,7,1,1,1
15506,0,1,8,4,59,0,0,1,0,0,44,1,69,1
15507,0,0,4,3,42,0,0,1,0,0,9,1,36,0
15508,0,0,1,0,36,0,0,1,0,0,39,1,40,0
15509,0,0,2,1,16,0,0,1,0,1,44,1,6,0
15510,0,0,2,1,27,0,0,1,0,0,71,1,37,0
15511,0,0,2,1,20,1,0,1,0,2,43,1,30,0
15512,0,0,8,7,32,0,0,1,0,0,11,1,10,0
15513,0,0,7,5,43,0,0,1,0,0,34,1,22,0
15514,1,0,4,0,8,1,0,0,0,1,95,1,3,0
15515,0,0,1,0,59,0,0,1,0,0,39,1,50,0
15516,0,0,3,1,43,1,1,0,0,0,23,1,40,0
15517,0,1,4,0,24,0,0,0,0,0,39,1,34,0
15518,0,1,3,2,37,0,0,1,0,0,47,1,47,1
15519,0,0,4,2,24,1,0,1,0,0,29,1,34,0
15520,0,2,3,2,35,0,0,1,0,3,59,1,13,1
15521,0,1,2,1,60,0,0,1,0,0,29,1,65,1
15522,1,0,3,2,49,0,0,1,0,0,47,1,7,0
15523,0,0,3,2,35,0,0,1,0,0,49,1,45,0
15524,0,1,2,1,37,0,0,1,0,0,55,1,7,1
15525,0,0,3,0,9,1,0,0,0,2,43,1,19,0
15526,1,1,11,0,6,1,0,0,0,1,29,1,16,0
15527,0,0,1,0,55,0,0,1,0,0,47,1,36,0
15528,1,0,5,2,34,1,0,1,0,0,43,1,5,0
15529,0,0,3,2,36,0,0,1,0,0,59,1,45,0
15530,0,1,4,1,19,0,0,1,0,1,47,1,13,0
15531,0,0,5,4,35,0,0,1,0,0,59,1,6,0
15532,1,0,2,0,10,0,0,0,0,0,43,1,1,0
15533,1,1,2,1,14,0,0,1,0,1,47,1,24,1
15534,1,0,4,0,11,0,0,0,0,1,59,1,11,0
15535,1,0,2,1,10,1,0,1,0,0,35,1,20,0
15536,0,0,2,1,24,1,0,1,0,0,6,1,34,0
15537,0,0,1,0,14,0,0,1,0,0,29,1,9,0
15538,0,0,0,0,34,1,1,0,0,2,103,1,44,0
15539,0,2,3,0,12,1,0,0,0,2,23,1,22,0
15540,0,0,7,2,29,1,0,0,0,1,49,1,39,0
15541,0,1,1,0,21,0,0,0,0,2,19,1,3,1
15542,0,0,1,1,29,1,0,0,0,2,39,1,39,1
15543,0,0,6,2,15,1,0,0,0,1,47,1,15,0
15544,0,1,4,3,35,0,0,1,0,2,43,1,10,1
15545,0,2,3,2,26,1,0,1,0,1,14,1,34,0
15546,1,1,3,2,31,0,0,1,0,0,59,1,20,0
15547,0,0,2,1,36,0,0,1,0,0,79,1,42,1
15548,0,2,5,0,12,1,0,0,0,2,7,1,22,1
15549,1,1,3,2,30,0,0,1,0,1,47,1,40,0
15550,0,0,1,1,14,1,0,0,0,1,35,1,24,0
15551,1,0,1,0,8,0,0,0,0,1,43,1,11,0
15552,0,0,1,0,28,1,0,0,0,3,39,1,38,1
15553,0,0,5,4,26,0,0,1,0,0,47,1,28,1
